id,name,name_local,country,region,municipality,population_current,population_scale,purpose,theme,start_year,end_year,status_current,actor_type,lead_actor,component_types,components,latest_source_year,elapsed_years,follow_up,follow_up_note,single_outlet,self_reported,source_count,source_urls,unknown_fields,image_url,image_credit,last_verified,url
jp-0015,空きビルを宿にした一級建築士が、そのまま地下駐車場と公園の管理まで引き受けた,ワカヤマヤモリ舎,日本,和歌山県,和歌山市,349208,25万超,商いを起こす,空き家・空き店舗・遊休不動産,2014,,継続中,民間（その他）,株式会社ワカヤマヤモリ舎（代表取締役 宮原崇。一級建築士）,hybrid,空きビルの一部を宿に改修した｜市民とワークショップで自ら改修した｜同じビルに食堂とシェアオフィスを入れた｜都市再生推進法人の指定を受けた｜公園の地下駐車場の管理を引き受けた,2024,10,濃い,2014年のリノベーションスクールから、記録は2024年まで続く。2016年の記事は空きビルの宿への改修を、2018年の記事は都市再生推進法人の指定と地下駐車場の管理を、2023年の記事は大新エリア全体の変化を扱っている。,,,7,https://www.nwn.jp/news/16010904_renov/｜https://wakayama.keizai.biz/headline/541/｜https://www.nwn.jp/news/16050701_guesthouse/｜https://www.nwn.jp/news/180120_sihorikawa/｜https://wakayama.keizai.biz/headline/1348/｜https://www.living-web.net/%E3%80%8C%E3%82%B2%E3%82%B9%E3%83%88%E3%83%8F%E3%82%A6%E3%82%B9rico%E3%80%8D%E3%82%92%E8%B5%B7%E7%82%B9%E3%81%AB%E3%81%AB%E3%81%8E%E3%82%8F%E3%81%86%E5%A4%A7%E6%96%B0%E3%82%A8%E3%83%AA%E3%82%A2/｜https://www.city.wakayama.wakayama.jp/kurashi/douro_kouen_machi/1007741/1017946.html,funding_scale,https://images.keizai.biz/wakayama_keizai/headline/1452605918_photo.jpg,和歌山経済新聞,2026-08-19,https://yusu0326.github.io/terroir-site/p/jp-0015.html
jp-0016,協議会の中に13人の少人数組織を置いて、駅前広場を貸せるようにした,TCCM,日本,愛知県,豊田市,413489,25万超,空間をひらく,交通・道路・駅,,,継続中,混合,一般社団法人TCCM（豊田市中心市街地活性化協議会の内部組織として発足。構成員は豊田まちづくり株式会社・豊田市商工会議所・豊田市商工観光課・建築士・タウンマネージャー）,soft,協議会の中に少人数の実行組織を置いた｜行政と商工会議所を組織の内側に入れた｜駅前デッキ広場の貸出制度を作った｜道路や公園に事業者が出店できるようにした｜広場の指定管理者になった,2023,,濃い,開始年は出典から確認できず、掲載日は2017年から2023年にわたる。2017年の記事は協議会・タウンマネージャー・TCCMの三層を、2020年の報道発表は国土交通大臣表彰の審査委員長賞を扱う。豊田市のページは掲載日が2023年だが本文は更新されている。,,,4,https://machi.smrj.go.jp/machi/interview_block/170426toyota.html｜https://www.mlit.go.jp/report/press/toshi05_hh_000293.html｜https://www.mlit.go.jp/toshi/toshi_machi_mn_000005.html｜https://www.city.toyota.aichi.jp/shisei/gyoseikeikaku/toshiseibi/1057117/index.html,start_year｜elapsed_years｜funding_scale,https://machi.smrj.go.jp/machi/interview_block/i7q3ae0000000x1z-img/170426toyota01.jpg,中小企業基盤整備機構,2026-08-19,https://yusu0326.github.io/terroir-site/p/jp-0016.html
jp-0017,貨物駅の跡地に4千億円で作った街が、核店舗の連続撤退を経て30年後に民営化へ向かった,神戸ハーバーランド,日本,兵庫県,神戸市中央区,,25万超,人を呼ぶ,交通・道路・駅,1982,,継続中,混合,神戸市（総事業費約4千億円の再開発を計画）と神戸ハーバーランド株式会社（まちづくりを担う市の外郭団体）,hard,貨物駅の跡地23haを再開発した｜百貨店と商業施設を核に据えた｜撤退後にこども向け施設を誘致した｜高層マンションの建設が続いた｜三宮と結ぶ連節バスを通した,2026,44,濃い,1982年の貨物駅の廃止から、記録は2026年まで続く。神戸新聞は2022年に全面開業30年の連載で核店舗の連続撤退と回復を、2025年に商業施設の店舗入れ替えを、2026年に市が同社を民営化する方針を固めたことを報じている。,,,9,https://cir.nii.ac.jp/crid/1521980704646940544｜https://cir.nii.ac.jp/crid/1521980705323864320｜https://cir.nii.ac.jp/crid/1520573330606098944｜https://cir.nii.ac.jp/crid/1520290883771269248｜https://cir.nii.ac.jp/crid/1521136279799254272｜https://www.kobe-np.co.jp/news/kobe/202209/0015678231.shtml｜https://www.kobe-np.co.jp/news/kobe/202209/0015681764.shtml｜https://www.kobe-np.co.jp/news/economy/202507/0019239338.shtml｜https://www.kobe-np.co.jp/news/society/202606/0020510981.shtml,population_current｜funding_scale,https://www.kobe-np.co.jp/news/kobe/202209/img/b_15681765.jpg,神戸新聞,2026-08-19,https://yusu0326.github.io/terroir-site/p/jp-0017.html
jp-0018,駅前ビルを持つ第三セクターが、8億円の累損と金銭支出問題を経て核テナントを入れ替えた,三田地域振興,日本,兵庫県,三田市,104724,5万〜25万,商いを起こす,商店街・市場,,,継続中,混合,三田地域振興株式会社（三田市が株式の52.49%を出資する第三セクター）,hybrid,駅前再開発ビルを所有し運営した｜駐車場を省力化して費用を下げた｜撤退した核テナントを入れ替えた,2022,,濃い,開始年は出典から確認できず、記録は2019年から2022年にわたる。2019年の記事は累積損失の解消と金銭支出問題を、2020年の記事は核テナントの撤退を、2022年の記事は後継テナントの開業を報じている。,true,,5,https://www.kobe-np.co.jp/rentoku/bizplus/chiiki_news/201909/0012726653.shtml｜https://www.kobe-np.co.jp/news/odekake-plus/news/detail.shtml?url=news/odekake-plus/news/pickup/202012/13949524｜https://www.kobe-np.co.jp/news/sanda/202204/0015222881.shtml｜https://www.kobe-np.co.jp/news/sanda/202209/0015662071.shtml｜https://www.kobe-np.co.jp/news/sanda/202212/0015859420.shtml,start_year｜elapsed_years,https://www.kobe-np.co.jp/news/sanda/202209/img/b_15662072.jpg,神戸新聞,2026-08-19,https://yusu0326.github.io/terroir-site/p/jp-0018.html
jp-0019,大幅に縮んだ駅前再開発のあと、病院跡地2000坪に市場を建てて連鎖させた,ふらのまちづくり,日本,北海道,富良野市,,5万人未満,商いを起こす,商店街・市場,,,継続中,混合,ふらのまちづくり株式会社（富良野市・富良野商工会議所と連携）,hybrid,病院跡地に市場型の施設を建てた｜駅前に交通結節点を整備した｜中心市街地の計画を段階で認定させた｜3例目の市街地再開発を進めた,2022,,濃い,開始年は出典から確認できず、記録は2010年から2022年にわたる。2010年の2本はフラノマルシェの開業を、2011年から2013年の3本はまちづくり会社の展開過程を、2022年の記事は12年目の状況と3例目の再開発を扱っている。,,,6,https://www.city.furano.hokkaido.jp/life/docs/2015022100506.html｜https://machi.smrj.go.jp/machi/closeup/town/100521furano.html｜https://cir.nii.ac.jp/crid/1524232505326948480｜https://cir.nii.ac.jp/crid/1523106605284533760｜https://cir.nii.ac.jp/crid/1520290882171498240｜https://machi.smrj.go.jp/machi/public/example/furano_rorikumi_jirei_20220415.html,population_current｜start_year｜elapsed_years,https://machi.smrj.go.jp/machi/public/example/koaok100000004uy-img/huranomaruche1_jireiyou_image.png,中心市街地活性化協議会支援センター（中小企業基盤整備機構内）,2026-08-19,https://yusu0326.github.io/terroir-site/p/jp-0019.html
jp-0020,港の再開発を束ねるために作られた市の会社が、解散を検討される側になった,神戸ウォーターフロント開発機構,日本,兵庫県,神戸市中央区,,25万超,人を呼ぶ,自然・緑地・水辺,,,判定不能,行政,神戸ウォーターフロント開発機構（神戸市の外郭団体）,soft,港の再開発を束ねる会社を作った｜改修中の塔の事業者候補を発表した｜塔の階ごとに担い手を割り振った,2026,,濃い,設立年は出典から確認できず、記録は2022年から2026年にわたる。2022年の記事は設立と担う役割を、2023年の記事はポートタワーの事業者候補3社の決定を、2026年の記事は市が解散を検討していることを報じている。,true,,3,https://www.kobe-np.co.jp/news/kobe/202201/0014956183.shtml｜https://www.kobe-np.co.jp/news/kobe/202304/0016266159.shtml｜https://www.kobe-np.co.jp/news/society/202606/0020507518.shtml,population_current｜start_year｜elapsed_years｜funding_scale,https://i.kobe-np.co.jp/news/society/202606/img/a_20507519.jpg,神戸新聞,2026-08-19,https://yusu0326.github.io/terroir-site/p/jp-0020.html
jp-0021,不動産会社の経営者を中心に5人で空き家の相談窓口を作り、県内全域から年約150件を受けるまでになった,ミチル空間プロジェクト,日本,和歌山県,和歌山市,349208,25万超,住む人を増やす・戻す,空き家・空き店舗・遊休不動産,,,継続中,民間（その他）,一般社団法人ミチル空間プロジェクト（理事長 南順子。建築士や不動産オーナーら5人で発足）,soft,空き家の無料相談窓口を開いた｜相談員をボランティアで賄う設計にした｜建物の簡易調査を挟む設計にした｜士業や解体業者へつなぐ設計にした｜市町村と連携して相談会を開いた,2026,,濃い,設立年は出典から確認できず、記録は2015年から2026年にわたる。2015年の記事は国の事業への採択と相談センターの開設を、2026年2月の資料は和歌山市が指定した支援法人としての位置づけを、2026年6月の記事は年間約150件の相談を扱っている。,,,4,https://www.nwn.jp/news/2015061302aki/｜https://cir.nii.ac.jp/crid/1390023461083894656｜https://www.kkr.mlit.go.jp/kensei/jutaku/ol9a8v0000035gqj-att/r7_2_5.pdf｜https://www.living-web.net/%E7%84%A1%E6%96%99%E7%9B%B8%E8%AB%87%E7%AA%93%E5%8F%A3%E3%82%92%E6%B4%BB%E7%94%A8%E3%81%97%E3%81%A6%E4%B8%8D%E8%A6%81%E3%81%AA%E7%A9%BA%E3%81%8D%E5%AE%B6%E3%82%92%E4%B8%8A%E6%89%8B%E3%81%AB%E6%89%8B/,start_year｜elapsed_years｜funding_scale,https://www.nwn.jp/cms/nwn_wdp/wp-content/uploads/2015/06/2015061302akiya.jpg,ニュース和歌山,2026-08-19,https://yusu0326.github.io/terroir-site/p/jp-0021.html
jp-0022,繊維問屋街のまちづくり構想を地区内外の人が作り、町内会・協議会・協同組合が会社をつくった,錦二丁目,日本,愛知県,名古屋市,2353515,25万超,住民が決める,交通・道路・駅,2011,,継続中,混合,錦二丁目エリアマネジメント株式会社（町内会・まちづくり協議会・地域の企業で構成する協同組合が主体となって設立）,hybrid,地区のまちづくり構想を発行した｜町内会・協議会・協同組合で会社をつくった｜再開発ビルの商業床の企画を担った｜喫茶店と貸しスペースを運営した｜屋上やベランダで都市農業を続けた｜エリアプラットフォームの事務局に入った,2025,14,濃い,2011年から2025年まで出典がある。2018年に会社化、2022年に再開発施設と拠点が開き、2024年には2021年から続く都市農業プログラムが報じられている。,,,14,https://cir.nii.ac.jp/crid/1522825130114289792｜https://cir.nii.ac.jp/crid/1520009407625349760｜https://sakae.keizai.biz/headline/2773/｜https://cir.nii.ac.jp/crid/1523951030982316416｜https://sakae.keizai.biz/headline/3069/｜https://sakae.keizai.biz/headline/3216/｜https://sakae.keizai.biz/headline/3305/｜https://sakae.keizai.biz/headline/3400/｜https://sakae.keizai.biz/headline/3414/｜https://www.reallocal.jp/100331｜https://cir.nii.ac.jp/crid/1520576656672782464｜https://sakae.keizai.biz/headline/3696/｜https://www.city.nagoya.jp/shisei/keikaku/1009818/1009928/1009952/1009953/1009954/1034881/1009961.html｜https://www.city.nagoya.jp/shisei/keikaku/1009818/1009928/1009940/1009944.html,funding_scale,https://s3-ap-northeast-1.amazonaws.com/reallocalglobal/uploads/2022/08/20022537/7ban01.png,real local 名古屋,2026-08-20,https://yusu0326.github.io/terroir-site/p/jp-0022.html
jp-0023,商店街が共同で会社をつくり、駐車券の差益を活性化の原資にあてる形にした,新潟古町まちづくり,日本,新潟県,新潟市,754152,25万超,お金を地域で回す,商店街・市場,,,継続中,混合,新潟古町まちづくり株式会社（7つの商店街振興組合が出資）と新潟中心商店街協同組合の両輪体制,soft,商店街が共同出資で会社をつくった｜無料駐車券を磁気カードで一元化した｜差益を活動の原資にあてる形にした｜商店街共通の免税カウンターを作った｜まちの案内アプリを会費制で運営した｜市の計画が空き店舗の窓口に指名した,2022,,薄い,開始年は和暦でしか書かれておらず西暦に変換していないため null にした。出典は2018年6月から2022年3月にわたる。最も古い2018年の記事から3年以上あとにあたるのは2022年の新潟市の計画1本だけなので、薄いとした。,,,6,https://machi.smrj.go.jp/machi/public/example/180606niigata_furumachi.html｜https://machi.smrj.go.jp/machi/public/example/180606niigata_furumachi01.html｜https://machi.smrj.go.jp/machi/public/example/180606niigata_furumachi02.html｜https://machi.smrj.go.jp/machi/public/example/180606niigata_furumachi03.html｜https://www.pref.niigata.lg.jp/sec/chiikishinko/1356780461098.html｜https://www.city.niigata.lg.jp/business/shoko/shokoshien/shien/shogyo2023.files/keikaku.pdf,start_year｜elapsed_years｜funding_scale,https://www.pref.niigata.lg.jp/uploaded/image/48438.jpg,新潟県,2026-08-20,https://yusu0326.github.io/terroir-site/p/jp-0023.html
jp-0024,官民12者が出資した会社が空き店舗に店を入れ、105店舗が出たが1店舗あたりの売上は目標に届かなかった,大分まちなか倶楽部,日本,大分県,大分市,469139,25万超,商いを起こす,商店街・市場,,,継続中,混合,株式会社大分まちなか倶楽部（大分市・大分商工会議所などが出資したまちづくり会社）,soft,空き店舗にテナントを誘致した｜テナントミックス事業を進めた｜広場の仮設店舗の運営を受託した｜共同催事を担う委員会の事務局に入った｜市の出店・催事補助の相談窓口になった,2026,,濃い,設立は平成19年で西暦の記載が出典に無いため start_year は null にした。出典は2013年から2026年にわたる。2017年の市の計画が新規出店105店舗と1店舗あたりの売上の未達を並べて書いており、2021年と2026年の出典では同社が広場の運営と補助の相談窓口に置かれている。,,,7,https://cir.nii.ac.jp/crid/1570572702925495040｜https://cir.nii.ac.jp/crid/1573387452649764096｜https://www.city.oita.oita.jp/o154/machizukuri/toshi/documents/20170728-4.pdf｜https://oita.keizai.biz/headline/1161/｜https://oita.keizai.biz/headline/1871/｜https://www.city.oita.oita.jp/o170/toshisaiseisuisinhoujin.html｜https://www.city.oita.oita.jp/o154/shigotosangyo/shokogyo/1455607383200.html,start_year｜elapsed_years,https://images.keizai.biz/oita_keizai/headline/1634784181_photo.jpg,大分経済新聞,2026-08-20,https://yusu0326.github.io/terroir-site/p/jp-0024.html
